date,text,place
3/6/2019 2:16:47,"соленый огурец, на полу валяется, никто его не ест.","Новомичуринск, Рязанской области"
3/6/2019 2:58:18,Жадина-говядина.,Москва
3/6/2019 4:52:53,Пустая шоколадина,Таллин Эстония
3/6/2019 6:18:51,Пустая шоколадина,Владивосток
3/6/2019 6:40:26,"Солёный огурец! На полу валяется, никто его не ест! ",Новосибирск
3/6/2019 7:27:39,Солёный огурец,Воронеж
3/6/2019 8:05:44,пустая шоколадина,Санкт-Петербург
3/6/2019 10:38:12,пустая шоколадина,Ленинград
3/6/2019 10:50:57,"Соленый огурец. По полу валяется, никто его не ест.",г. Ленинград
3/6/2019 12:05:23,"Соленый огурец: никто тебя не любит, никто тебя не съест",Алтайский край Новоалтайск
3/6/2019 13:14:08,Солёный огурец,Киев
3/6/2019 13:45:24,соленый огурец,Донецк
3/6/2019 17:35:06,"Солёный огурец, по полу валяншься, никто тебя не есть :D","Город Ачинск, Красноярский край, Россия"
3/6/2019 18:17:54,"Соленый огурец, на полу валяется никто его не ест ","Узбекистан, г. Ташкент"
3/6/2019 18:28:48,Пустая шоколадина,Ленинград
3/6/2019 19:17:55,"Зеленый огурец
На полу валяется
Никто его не ест","Украина, кировоградская область, город Александрия"
3/6/2019 19:57:05,"Соленый огурец. На полу валяется, никто его не ест.",Ташкент
3/6/2019 20:40:53,пустая шоколадина,Санкт-Петербург
3/6/2019 20:56:54,Солёный огурец. На полу валяется - никто его не ест,Ростов-на-Дону
3/6/2019 22:22:57,"Соленый огурец. По полу катается, никто его не ест.",Г. Новомичуринск Рязанской обл
3/6/2019 23:21:24,"Солёный огурец
На полу валяется
Никто его не ест",Иркутск
3/6/2019 23:43:03,"Соленый огурец, на полу валяется, никто его не ест",Смоленск
3/7/2019 2:08:28,"Солёный огурец, на полу валяется, никто её не ест",Ставрополь
3/7/2019 2:17:20,соленый огурец,"Холм, Новгородская область"
3/7/2019 2:47:25,Соленый огурец,Калининград
3/7/2019 3:07:51,Дряная шоколадина,Санкт-Петербург
3/7/2019 8:11:06,"Жадина-говядина, солёный огурец, по полу катается, никто его не ест",г. Краснодар
3/7/2019 8:29:02,пустая шоколадина,Санкт-Петербург
3/7/2019 10:24:19,"Соленый огурец. На полу валяется, никто его не ест)))",Нижний Новгород
3/7/2019 10:34:16,Пустая шоколадина,Ленинград
